"Drug_Name_Norm","Drug_Name","mean_fc","median_fc","max_abs_fc","min_p_value","min_q_value","n_tests","n_sources","sources","score","direction"
"brd-k37932103","BRD-K37932103",-1.30206,-1.30206,1.30206,0.000686404,0.0153308,1,1,"LINCS L1000",2.36250347303263,"Downregula NQO1"
"dup-697","DUP-697",-0.873981,-0.873981,0.873981,0.00127866,0.015441,1,1,"LINCS L1000",1.5830632651574,"Downregula NQO1"
"brd-k73945663","BRD-K73945663",1.52089,1.52089,1.52089,9.44324e-05,0.0155764,1,1,"LINCS L1000",2.74905872553853,"Upregula NQO1"
"brd-k81441552","BRD-K81441552",-1.91944,-1.91944,1.91944,0.00139976,0.0155819,1,1,"LINCS L1000",3.46915667476098,"Downregula NQO1"
"brd-k96635690","BRD-K96635690",2.24583,2.24583,2.24583,0.000861877,0.0155877,1,1,"LINCS L1000",4.05870431381563,"Upregula NQO1"
"ql-xi-92","QL-XI-92",1.1671735,1.1671735,1.44348,1.20468e-05,0.0157799,2,1,"LINCS L1000",2.60100048199997,"Upregula NQO1"
"celastrol","celastrol",-0.547131,-0.547131,0.547131,0.00174542,0.0159282,1,1,"LINCS L1000",0.983650331149792,"Downregula NQO1"
"brd-k69569876","BRD-K69569876",1.12482,1.12482,1.12482,0.00285929,0.015997,1,1,"LINCS L1000",2.02013336403184,"Upregula NQO1"
"brd-k52695588","BRD-K52695588",1.60126,1.60126,1.60126,0.000258081,0.0160001,1,1,"LINCS L1000",2.87566649022107,"Upregula NQO1"
"brd-k60895275","BRD-K60895275",1.57634,1.57634,1.57634,5.6317e-05,0.0160778,1,1,"LINCS L1000",2.82759672675832,"Upregula NQO1"
"brd-k99530743","BRD-K99530743",1.47677,1.47677,1.47677,0.000672544,0.0160862,1,1,"LINCS L1000",2.64865571798228,"Upregula NQO1"
"docetaxel","docetaxel",-1.14416,-1.14416,1.14416,0.00215764,0.0161935,1,1,"LINCS L1000",2.04880071537905,"Downregula NQO1"
"ei-247","EI-247",-1.97944,-1.97944,1.97944,0.00121925,0.0162967,1,1,"LINCS L1000",3.53904142752734,"Downregula NQO1"
"brd-k21788104","BRD-K21788104",-1.57509,-1.57509,1.57509,0.000112431,0.0163338,1,1,"LINCS L1000",2.81454842931504,"Downregula NQO1"
"oxfendazole","oxfendazole",-1.45618,-1.45618,1.45618,0.000289896,0.0163842,1,1,"LINCS L1000",2.60011825298336,"Downregula NQO1"
"brd-k93899689","BRD-K93899689",1.23135,1.23135,1.23135,0.001991,0.0165123,1,1,"LINCS L1000",2.19450264818774,"Upregula NQO1"
"azd-6482","AZD-6482",1.33769,1.33769,1.33769,0.00232987,0.0166394,1,1,"LINCS L1000",2.37956636089839,"Upregula NQO1"
"aripiprazole","aripiprazole",-1.14679,-1.14679,1.14679,0.00179932,0.0167926,1,1,"LINCS L1000",2.03541699391331,"Downregula NQO1"
"brd-k10010115","BRD-K10010115",-1.55369,-1.55369,1.55369,0.000105668,0.0169282,1,1,"LINCS L1000",2.75218971504158,"Downregula NQO1"
"brd-k49630153","BRD-K49630153",-1.10391,-1.10391,1.10391,0.00363112,0.0169941,1,1,"LINCS L1000",1.9535915477239,"Downregula NQO1"
"brd-k38625260","BRD-K38625260",0.219685,0.219685,1.57301,0.00078083,0.0172396,2,1,"LINCS L1000",2.77396037282744,"Upregula NQO1"
"brd-k16331660","BRD-K16331660",-1.44235,-1.44235,1.44235,0.00431166,0.0174061,1,1,"LINCS L1000",2.53752422859523,"Downregula NQO1"
"brd-k63308290","BRD-K63308290",-1.40592,-1.40592,1.40592,0.00138767,0.017435,1,1,"LINCS L1000",2.47242004964907,"Downregula NQO1"
"tl-hras-61","TL-HRAS-61",-0.670972,-0.670972,0.670972,0.00141631,0.0175995,1,1,"LINCS L1000",1.1772201527621,"Downregula NQO1"
"brd-k51683034","BRD-K51683034",1.4917,1.4917,1.4917,0.00212113,0.0176239,1,1,"LINCS L1000",2.61628961689467,"Upregula NQO1"
"brd-k52163391","BRD-K52163391",-1.70091,-1.70091,1.70091,0.000608693,0.017695,1,1,"LINCS L1000",2.98024849212905,"Downregula NQO1"
"chelidonine","chelidonine",-1.41562,-1.41562,1.41562,0.00110681,0.0177186,1,1,"LINCS L1000",2.47955836712312,"Downregula NQO1"
"brd-k15916856","BRD-K15916856",-0.851857,-0.851857,0.851857,0.002655,0.0178777,1,1,"LINCS L1000",1.48878055881639,"Downregula NQO1"
"brd-k67118123","BRD-K67118123",1.5428,1.5428,1.5428,0.000160004,0.0179472,1,1,"LINCS L1000",2.69373388733701,"Upregula NQO1"
"brd-a51666293","BRD-A51666293",-0.960322,-0.960322,0.960322,0.0053218,0.0179881,1,1,"LINCS L1000",1.67577601321952,"Downregula NQO1"
"brd-k37061750","BRD-K37061750",-0.918746,-0.918746,0.918746,0.00200256,0.0180466,1,1,"LINCS L1000",1.60192975883871,"Downregula NQO1"
"brd-k73155123","BRD-K73155123",-0.795795,-0.795795,0.795795,0.00383214,0.0181562,1,1,"LINCS L1000",1.38545923348704,"Downregula NQO1"
"le-135","LE-135",-0.740979666666667,-0.793441,0.985469,0.000159327,0.0182881,3,1,"LINCS L1000",1.71257898395344,"Downregula NQO1"
"nonoxynol-9","nonoxynol-9",-1.20827,-1.20827,1.20827,0.000337736,0.0184784,1,1,"LINCS L1000",2.09433744890683,"Downregula NQO1"
"altanserin","altanserin",0.874539,0.874539,0.874539,0.000356315,0.0185818,1,1,"LINCS L1000",1.51375024077846,"Upregula NQO1"
"oxaprozin","oxaprozin",0.897646,0.897646,0.897646,0.00371958,0.0186911,1,1,"LINCS L1000",1.55146005353624,"Upregula NQO1"
"flavokavain-b","flavokavain-b",1.08817,1.08817,1.08817,0.00064692,0.0187086,1,1,"LINCS L1000",1.88031282985609,"Upregula NQO1"
"brd-a16820783","BRD-A16820783",-1.44385,-1.44385,1.44385,0.000232916,0.0187468,1,1,"LINCS L1000",2.49363414003628,"Downregula NQO1"
"brd-k84106030","BRD-K84106030",-0.479691,-0.479691,0.479691,0.00492513,0.0187925,1,1,"LINCS L1000",0.827954072948002,"Downregula NQO1"
"brd-k88329126","BRD-K88329126",-0.855914,-0.855914,0.855914,0.000209459,0.0188074,1,1,"LINCS L1000",1.47702617257563,"Downregula NQO1"
"brd-k00954209","BRD-K00954209",1.32977,1.32977,1.32977,0.00494913,0.0188388,1,1,"LINCS L1000",2.29378245901992,"Upregula NQO1"
"brd-k00816165","BRD-K00816165",-1.23665,-1.23665,1.23665,0.000961517,0.0189146,1,1,"LINCS L1000",2.13099879035093,"Downregula NQO1"
"perindopril","perindopril",-1.24284,-1.24284,1.24284,5.52463e-05,0.0192935,1,1,"LINCS L1000",2.13095976865987,"Downregula NQO1"
"brd-a84098870","BRD-A84098870",-0.90142,-0.90142,0.90142,0.00188914,0.0193058,1,1,"LINCS L1000",1.54531530082842,"Downregula NQO1"
"brd-k35716340","BRD-K35716340",-0.6980435,-0.6980435,0.736604,0.00152729,0.0193899,2,1,"LINCS L1000",1.12931480083987,"Downregula NQO1"
"tul-xx023","TUL-XX023",-0.929577,-0.929577,0.929577,0.0021658,0.019439,1,1,"LINCS L1000",1.59080936368706,"Downregula NQO1"
"stk-111867","STK-111867",-0.8578065,-0.8578065,0.918949,0.00345775,0.0194782,2,1,"LINCS L1000",1.57181740066715,"Downregula NQO1"
"sa-425500","SA-425500",1.15393,1.15393,1.15393,0.00188005,0.0194902,1,1,"LINCS L1000",1.97343228192302,"Upregula NQO1"
"sb-202190","SB-202190",-1.31588,-1.31588,1.31588,0.000290933,0.0195319,1,1,"LINCS L1000",2.24917513773015,"Downregula NQO1"
"stk-064652","STK-064652",0.821814,0.821814,0.821814,0.000142542,0.0195729,1,1,"LINCS L1000",1.40394169216202,"Upregula NQO1"
"cytochalasin-b","cytochalasin-b",-0.578997,-0.578997,0.578997,0.00183297,0.0196516,1,1,"LINCS L1000",0.98811748701943,"Downregula NQO1"
"ki-16425","KI-16425",-1.52989,-1.52989,1.52989,0.000295975,0.0197637,1,1,"LINCS L1000",2.60713411847582,"Downregula NQO1"
"tivozanib","tivozanib",-0.975111,-0.975111,0.975111,0.00160899,0.019795,1,1,"LINCS L1000",1.66104746390281,"Downregula NQO1"
"st-024029","ST-024029",2.01776,2.01776,2.01776,8.90319e-06,0.0198256,1,1,"LINCS L1000",3.43578858094044,"Upregula NQO1"
"hu-211","HU-211",-1.56631,-1.56631,1.56631,0.00356169,0.0199777,1,1,"LINCS L1000",2.66187259801748,"Downregula NQO1"
"phenolphthalein","phenolphthalein",-1.08813,-1.08813,1.08813,0.000530504,0.0199886,1,1,"LINCS L1000",1.84896967186327,"Downregula NQO1"
"ethylestrenol","ethylestrenol",-1.43712,-1.43712,1.43712,0.000124158,0.0200344,1,1,"LINCS L1000",2.44055118554044,"Downregula NQO1"
"hydroxyl","hydroxyl",-1.13165,-1.13165,1.13165,0.000699335,0.0201217,1,1,"LINCS L1000",1.91965787653904,"Downregula NQO1"
"tibolone","Tibolone",1.01093,1.01093,1.01093,0.00124947,0.0203268,1,1,"CREEDS",1.7104237916092,"Upregula NQO1"
"tributyltin","tributyltin",0.969244,0.969244,0.969244,0.00509823,0.0204002,1,1,"LINCS L1000",1.6383766911872,"Upregula NQO1"
"brd-k04534322","BRD-K04534322",-1.68054,-1.68054,1.68054,0.00176779,0.0204815,1,1,"LINCS L1000",2.83782410815738,"Downregula NQO1"
"unc-0321","UNC-0321",0.802841,0.802841,0.802841,0.00562845,0.0205803,1,1,"LINCS L1000",1.35403012275398,"Upregula NQO1"
"metformin","Metformin",0.189207,0.189207,0.189207,0.00568729,0.0205871,1,1,"CREEDS",0.319079597899148,"Upregula NQO1"
"brd-k84023371","BRD-K84023371",1.58707,1.58707,1.58707,0.00218807,0.0206457,1,1,"LINCS L1000",2.67448336709054,"Upregula NQO1"
"mre-269","MRE-269",-0.86969,-0.86969,0.86969,0.00656955,0.0206713,1,1,"LINCS L1000",1.46510778681339,"Downregula NQO1"
"brd-k88542532","BRD-K88542532",1.279095,1.279095,1.46026,0.00069726,0.0207648,2,1,"LINCS L1000",2.16402588547906,"Upregula NQO1"
"vu-0420364-1","VU-0420364-1",1.18123,1.18123,1.18123,0.00326625,0.0208583,1,1,"LINCS L1000",1.98531817370566,"Upregula NQO1"
"indirubin","indirubin",1.84497,1.84497,1.84497,0.00206289,0.0208612,1,1,"LINCS L1000",3.10076859611495,"Upregula NQO1"
"brd-k02216544","BRD-K02216544",-1.2585,-1.2585,1.2585,0.00209572,0.0208906,1,1,"LINCS L1000",2.11434177529273,"Downregula NQO1"
"brd-k71746704","BRD-K71746704",-0.890725,-0.890725,0.890725,0.00172614,0.0209141,1,1,"LINCS L1000",1.496026811171,"Downregula NQO1"
"medroxyprogesterone","medroxyprogesterone",-0.996862,-0.996862,0.996862,0.00150161,0.0209551,1,1,"LINCS L1000",1.67344246952185,"Downregula NQO1"
"indatraline","indatraline",-1.28061,-1.28061,1.28061,0.00044039,0.0209992,1,1,"LINCS L1000",2.14860393649271,"Downregula NQO1"
"ru-24969","RU-24969",-0.54336,-0.54336,2.15223,0.000647777,0.0213068,2,1,"LINCS L1000",3.43784256419555,"Downregula NQO1"
"benazepril","benazepril",-1.6903,-1.6903,1.6903,0.000275532,0.0213782,1,1,"LINCS L1000",2.82284978929332,"Downregula NQO1"
"brd-k09716788","BRD-K09716788",-2.61429,-2.61429,2.61429,0.00239875,0.0214433,1,1,"LINCS L1000",4.36248762662993,"Downregula NQO1"
"pd-198306","PD-198306",1.03725,1.03725,1.03725,0.0050725,0.021462,1,1,"LINCS L1000",1.73047509487005,"Upregula NQO1"
"sib-1893","SIB-1893",0.760275,0.760275,0.760275,0.00483813,0.0216206,1,1,"LINCS L1000",1.26595842743128,"Upregula NQO1"
"mw-stk33-97","MW-STK33-97",-1.2567,-1.2567,1.2567,0.00346734,0.021721,1,1,"LINCS L1000",2.09004313573746,"Downregula NQO1"
"cercosporin","cercosporin",1.28655,1.28655,1.28655,0.00171777,0.0217584,1,1,"LINCS L1000",2.13872603919948,"Upregula NQO1"
"albendazole","albendazole",-1.30439,-1.30439,1.30439,0.0017601,0.0218897,1,1,"LINCS L1000",2.16497459479515,"Downregula NQO1"
"bix-01294","BIX-01294",-1.02347,-1.02347,1.02347,0.003606,0.0220903,1,1,"LINCS L1000",1.69465997422136,"Downregula NQO1"
"axitinib","axitinib",1.09976,1.09976,1.09976,0.00411296,0.0221012,1,1,"LINCS L1000",1.8207452196948,"Upregula NQO1"
"sdm25n","SDM25N",-1.17155,-1.17155,1.17155,3.70201e-05,0.0222801,1,1,"LINCS L1000",1.93549767960691,"Downregula NQO1"
"brd-k24014699","BRD-K24014699",-1.04797,-1.04797,1.04797,0.00272502,0.0223091,1,1,"LINCS L1000",1.73074126584474,"Downregula NQO1"
"olopatadine","olopatadine",-0.911646,-0.911646,0.911646,0.00106004,0.0226536,1,1,"LINCS L1000",1.49953256682379,"Downregula NQO1"
"bithionol","bithionol",-0.85334,-0.85334,0.85334,0.0019303,0.0227068,1,1,"LINCS L1000",1.40275789465193,"Downregula NQO1"
"lylamine","lylamine",1.08676,1.08676,1.08676,0.00232316,0.0227594,1,1,"LINCS L1000",1.78537191955436,"Upregula NQO1"
"brd-k41797142","BRD-K41797142",-0.733223,-0.733223,0.733223,0.00892769,0.0227728,1,1,"LINCS L1000",1.20438005147143,"Downregula NQO1"
"selinidin","selinidin",-0.966911,-0.966911,0.966911,0.00114271,0.0227888,1,1,"LINCS L1000",1.5879371883445,"Downregula NQO1"
"brd-k40094191","BRD-K40094191",-1.18827,-1.18827,1.18827,0.000138117,0.0229522,1,1,"LINCS L1000",1.94778328575719,"Downregula NQO1"
"brd-k14048378","BRD-K14048378",-1.14786,-1.14786,1.14786,0.00620934,0.0229798,1,1,"LINCS L1000",1.88094509970178,"Downregula NQO1"
"prostaglandin-a1","prostaglandin-a1",-0.903703,-0.903703,0.903703,0.00112098,0.0230916,1,1,"LINCS L1000",1.47895150642726,"Downregula NQO1"
"dalcetrapib","dalcetrapib",-0.620117,-0.620117,0.620117,0.00570413,0.0231661,1,1,"LINCS L1000",1.01398249764735,"Downregula NQO1"
"brd-a31946439","BRD-A31946439",-1.10627,-1.10627,1.10627,0.00775908,0.0231739,1,1,"LINCS L1000",1.80875241404186,"Downregula NQO1"
"brd-k36087356","BRD-K36087356",-0.812651,-0.812651,0.812651,0.0029086,0.0231813,1,1,"LINCS L1000",1.32857241192492,"Downregula NQO1"
"brd-k63569039","BRD-K63569039",-0.977426,-0.977426,0.977426,0.00486847,0.0232243,1,1,"LINCS L1000",1.59717015613342,"Downregula NQO1"
"t-5345967","T-5345967",0.974986,0.974986,1.14102,1.08432e-05,0.0232551,2,1,"LINCS L1000",1.59207868111017,"Upregula NQO1"
"reversine","reversine",-0.890933,-0.890933,0.890933,0.00198012,0.0232928,1,1,"LINCS L1000",1.45469607120313,"Downregula NQO1"
"brd-k03358980","BRD-K03358980",0.967656,0.967656,0.967656,0.00124692,0.0233331,1,1,"LINCS L1000",1.5792412583466,"Upregula NQO1"
"bg-stk33-03","BG-STK33-03",-0.672969,-0.672969,0.672969,0.00647626,0.0233487,1,1,"LINCS L1000",1.09810861561628,"Downregula NQO1"
"ivermectin","ivermectin",0.2580275,0.2580275,1.3636,0.000187046,0.0233702,2,1,"LINCS L1000",2.19804335862858,"Upregula NQO1"
"sns-314","SNS-314",-1.13334,-1.13334,1.13334,0.000250847,0.0234283,1,1,"LINCS L1000",1.84763798831181,"Downregula NQO1"
"fluphenazine","fluphenazine",-1.255635,-1.255635,1.34869,0.000427202,0.0235328,2,1,"LINCS L1000",2.19610752721984,"Downregula NQO1"
"nu-1025","NU-1025",-1.254185,-1.254185,1.31676,0.000660862,0.0235783,2,1,"LINCS L1000",2.14301045475851,"Downregula NQO1"
"brd-k99737413","BRD-K99737413",-1.02163,-1.02163,1.02163,0.00616421,0.0235916,1,1,"LINCS L1000",1.66243986146136,"Downregula NQO1"
"brd-k72504866","BRD-K72504866",-0.826187,-0.826187,0.826187,0.00530399,0.0236077,1,1,"LINCS L1000",1.34416190123572,"Downregula NQO1"
"wt-171","WT-171",-0.076395,-0.076395,1.20894,0.0026761,0.0236414,2,1,"LINCS L1000",1.96613153236724,"Downregula NQO1"
"cyclopiazonic-acid","cyclopiazonic-acid",1.10937,1.10937,1.10937,0.00116611,0.0236493,1,1,"LINCS L1000",1.80403720306639,"Upregula NQO1"
"cay-10618","CAY-10618",0.516792,0.516792,1.49035,0.00157707,0.0237125,2,1,"LINCS L1000",2.33515438674055,"Upregula NQO1"
"brd-k83355732","BRD-K83355732",-1.21443,-1.21443,1.21443,0.00383032,0.0237388,1,1,"LINCS L1000",1.97289161624676,"Downregula NQO1"
"brd-k41652870","BRD-K41652870",-1.336115,-1.336115,1.42366,0.000468742,0.0237826,2,1,"LINCS L1000",2.31165464008196,"Downregula NQO1"
"brd-k01602319","BRD-K01602319",-0.969198,-0.969198,0.969198,0.00540552,0.0238574,1,1,"LINCS L1000",1.57240443497325,"Downregula NQO1"
"mosapride","mosapride",1.78104,1.78104,1.78104,0.00168916,0.0238821,1,1,"LINCS L1000",2.88871773232998,"Upregula NQO1"
"formoterol","formoterol",0.934991,0.934991,0.934991,0.00343939,0.0239383,1,1,"LINCS L1000",1.51553317133703,"Upregula NQO1"
"tyrphostin-ag-82","tyrphostin-AG-82",1.25996,1.25996,1.25996,0.000102812,0.0239853,1,1,"LINCS L1000",2.04120430270273,"Upregula NQO1"
"stk-249718","STK-249718",-0.945076,-0.945076,0.945076,0.00433861,0.0241229,1,1,"LINCS L1000",1.52872704226577,"Downregula NQO1"
"obatoclax","obatoclax",-0.908946,-0.908946,0.908946,0.00204808,0.0241946,1,1,"LINCS L1000",1.4691126529452,"Downregula NQO1"
"cefotaxime","cefotaxime",1.53911,1.53911,1.53911,0.000121703,0.0242387,1,1,"LINCS L1000",2.48641785510955,"Upregula NQO1"
"fenretinide","fenretinide",2.012105,2.012105,2.21768,0.0022456,0.0242448,2,1,"LINCS L1000",3.31411831072871,"Upregula NQO1"
"brd-k12238169","BRD-K12238169",-0.756941,-0.756941,0.756941,0.0074963,0.0242698,1,1,"LINCS L1000",1.22240960742944,"Downregula NQO1"
"brd-k70524666","BRD-K70524666",0.93786,0.93786,0.93786,0.000529638,0.0244182,1,1,"LINCS L1000",1.51209887944593,"Upregula NQO1"
"brd-k41143549","BRD-K41143549",1.09809,1.09809,1.09809,0.00159726,0.0244452,1,1,"LINCS L1000",1.76990849546076,"Upregula NQO1"
"brd-k32307229","BRD-K32307229",0.424311,0.424311,0.424311,0.00872434,0.0245233,1,1,"LINCS L1000",0.683319382691372,"Upregula NQO1"
"ugiss-451","UGISS-451",1.15613,1.15613,1.15613,0.00272655,0.0246102,1,1,"LINCS L1000",1.86008004960411,"Upregula NQO1"
"brd-k21170640","BRD-K21170640",-0.795993,-0.795993,0.795993,0.0053042,0.0246584,1,1,"LINCS L1000",1.27998468870579,"Downregula NQO1"
"brd-k24346336","BRD-K24346336",-1.1742,-1.1742,1.1742,0.0032125,0.0247187,1,1,"LINCS L1000",1.88690930912286,"Downregula NQO1"
"brd-k91517665","BRD-K91517665",-1.21394,-1.21394,1.21394,0.000279581,0.024731,1,1,"LINCS L1000",1.95050819807744,"Downregula NQO1"
"st-4066738","ST-4066738",1.08699,1.08699,1.08699,0.00834535,0.0247515,1,1,"LINCS L1000",1.7461390801341,"Upregula NQO1"
"brd-k23673040","BRD-K23673040",1.23328,1.23328,1.23328,0.00760388,0.0249139,1,1,"LINCS L1000",1.97763635933904,"Upregula NQO1"
"vu-0418947-2","VU-0418947-2",1.08133,1.08133,1.08133,0.00222889,0.0249662,1,1,"LINCS L1000",1.73299088037774,"Upregula NQO1"
"kin001-055","KIN001-055",-0.741461,-0.741461,0.741461,0.000976006,0.0250121,1,1,"LINCS L1000",1.18770918692284,"Downregula NQO1"
"brd-k16057611","BRD-K16057611",1.18491,1.18491,1.18491,0.00316427,0.025022,1,1,"LINCS L1000",1.89784425557106,"Upregula NQO1"
"pd173074","Pd173074",0.127767,0.127767,0.127767,0.00745233,0.0250427,1,1,"CREEDS",0.204595705394021,"Upregula NQO1"
"tizanidine","tizanidine",-1.19015,-1.19015,1.19015,0.00348233,0.0253745,1,1,"LINCS L1000",1.89900632333684,"Downregula NQO1"
"brd-k28035139","BRD-K28035139",2.02649,2.02649,2.02649,0.00261069,0.0255201,1,1,"LINCS L1000",3.22843694231696,"Upregula NQO1"
"deguelin","deguelin",-0.995513,-0.995513,0.995513,0.00222785,0.0255325,1,1,"LINCS L1000",1.58575928723944,"Downregula NQO1"
"atracurium","atracurium",0.979721,0.979721,0.979721,0.00145624,0.0260044,1,1,"LINCS L1000",1.55281189708069,"Upregula NQO1"
"d-64406","D-64406",-0.910065,-0.910065,0.910065,0.00341179,0.0260095,1,1,"LINCS L1000",1.44233289322597,"Downregula NQO1"
"brd-k58761147","BRD-K58761147",1.85424,1.85424,1.85424,0.00531132,0.0260569,1,1,"LINCS L1000",2.93725940697761,"Upregula NQO1"
"lobendazole","lobendazole",-1.78701,-1.78701,1.78701,0.00554138,0.0261431,1,1,"LINCS L1000",2.82819871709413,"Downregula NQO1"
"xmd-16144","XMD-16144",-0.787603,-0.787603,0.787603,0.00838561,0.0261465,1,1,"LINCS L1000",1.24644982637186,"Downregula NQO1"
"bjm-csc-15","BJM-CSC-15",-1.03954,-1.03954,1.03954,0.0101146,0.026202,1,1,"LINCS L1000",1.64420461384628,"Downregula NQO1"
"vx-702","VX-702",-1.27203,-1.27203,1.27203,0.0105193,0.0263136,1,1,"LINCS L1000",2.00957809295937,"Downregula NQO1"
"cvf-sumo-13","CVF-SUMO-13",0.896857,0.896857,0.896857,0.001074,0.0264264,1,1,"LINCS L1000",1.41520626153343,"Upregula NQO1"
"tubocurarine","tubocurarine",-0.696749,-0.696749,0.696749,0.000539179,0.026452,1,1,"LINCS L1000",1.09915045280676,"Downregula NQO1"
"tipifarnib-p2","tipifarnib-P2",0.939854,0.939854,0.939854,0.00235624,0.0266285,1,1,"LINCS L1000",1.47994419975246,"Upregula NQO1"
"lamivudine","lamivudine",0.710032,0.710032,0.710032,0.00521106,0.0269427,1,1,"LINCS L1000",1.11443703396523,"Upregula NQO1"
"phorbol 12-myristate 13-acetate (pma)","Phorbol 12-myristate 13-acetate (pma)",0.816934,0.816934,0.816934,0.00672202,0.0269931,1,1,"CREEDS",1.28156295481517,"Upregula NQO1"
"imiquimod","imiquimod",-1.12288,-1.12288,1.12288,0.00325399,0.027118,1,1,"LINCS L1000",1.75926364278454,"Downregula NQO1"
"bvt-948","BVT-948",1.1556,1.1556,1.1556,0.000883332,0.0272438,1,1,"LINCS L1000",1.80820466504626,"Upregula NQO1"
"ku-c103670","KU-C103670",-1.83249,-1.83249,1.83249,0.00285674,0.027267,1,1,"LINCS L1000",2.86667889757708,"Downregula NQO1"
"amg-9810","AMG-9810",1.35916,1.35916,1.35916,0.0073619,0.0274048,1,1,"LINCS L1000",2.12324354813349,"Upregula NQO1"
"epothilone-a","epothilone-a",-0.914965,-0.914965,0.914965,0.00318565,0.0274847,1,1,"LINCS L1000",1.42817710233202,"Downregula NQO1"
"brd-k45044657","BRD-K45044657",1.168991,1.168991,1.55298,0.00307642,0.0276725,2,1,"LINCS L1000",2.36218242831272,"Upregula NQO1"
"ku-c104248","KU-C104248",-1.18532,-1.18532,1.18532,0.00150427,0.0276836,1,1,"LINCS L1000",1.84646474866348,"Downregula NQO1"
"amonafide","amonafide",-0.1057895,-0.1057895,0.96321,0.00761634,0.0276874,2,1,"LINCS L1000",1.50040938621212,"Downregula NQO1"
"brd-a40431293","BRD-A40431293",-0.070844,-0.070844,0.85858,0.00678172,0.0277143,2,1,"LINCS L1000",1.33706327370759,"Downregula NQO1"
"oligomycin-a","oligomycin-a",1.621165,1.621165,1.66994,0.00280282,0.0277491,2,1,"LINCS L1000",2.44781985897818,"Upregula NQO1"
"hts-11203sc","HTS-11203SC",1.28695,1.28695,1.28695,5.63328e-05,0.027876,1,1,"LINCS L1000",2.0009106648466,"Upregula NQO1"
"brd-a16581344","BRD-A16581344",0.942049,0.942049,0.942049,0.00538008,0.0278938,1,1,"LINCS L1000",1.46440793305423,"Upregula NQO1"
"fexaramine","fexaramine",1.28453,1.28453,1.28453,0.00112144,0.0279638,1,1,"LINCS L1000",1.99539379946476,"Upregula NQO1"
"acarbose","acarbose",-1.10813,-1.10813,1.10813,0.00362863,0.0279884,1,1,"LINCS L1000",1.72095018900514,"Downregula NQO1"
"paroxetine","paroxetine",-1.64692,-1.64692,1.64692,0.000174716,0.0279897,1,1,"LINCS L1000",2.55766965261139,"Downregula NQO1"
"gsk-0660","GSK-0660",1.39036,1.39036,1.39036,0.00387722,0.0281048,1,1,"LINCS L1000",2.15675354526584,"Upregula NQO1"
"cd-00491sc","CD-00491SC",1.5425,1.5425,1.5425,0.000254974,0.0282453,1,1,"LINCS L1000",2.38941549908515,"Upregula NQO1"
"sd-6-035-a7","SD-6-035-A7",-0.574116,-0.574116,0.574116,0.000382654,0.0283136,1,1,"LINCS L1000",0.888734385600272,"Downregula NQO1"
"pd-169316","PD-169316",1.23117,1.23117,1.23117,0.00171472,0.0283259,1,1,"LINCS L1000",1.90562497238848,"Upregula NQO1"
"brd-k05684908","BRD-K05684908",-1.46156,-1.46156,1.46156,0.000352675,0.0283539,1,1,"LINCS L1000",2.26159923115864,"Downregula NQO1"
"oxetane","oxetane",-1.284135,-1.284135,1.47903,0.00191648,0.0284442,2,1,"LINCS L1000",2.00709429808331,"Downregula NQO1"
"brd-k92754162","BRD-K92754162",-1.27737,-1.27737,1.27737,0.000898218,0.028585,1,1,"LINCS L1000",1.97208275187255,"Downregula NQO1"
"brd-a20488704","BRD-A20488704",1.83841,1.83841,1.83841,0.000345281,0.0286098,1,1,"LINCS L1000",2.83755858639615,"Upregula NQO1"
"gsk-1904529a","GSK-1904529A",1.52073,1.52073,1.52073,0.00164842,0.0286102,1,1,"LINCS L1000",2.3472149812362,"Upregula NQO1"
"losartan","losartan",0.822617,0.822617,0.822617,0.00101836,0.0286136,1,1,"LINCS L1000",1.2696496983705,"Upregula NQO1"
"brd-k24426149","BRD-K24426149",1.44449,1.44449,1.44449,0.00104922,0.0287985,1,1,"LINCS L1000",2.22542481985529,"Upregula NQO1"
"brd-a55565369","BRD-A55565369",-1.46996,-1.46996,1.46996,0.00160933,0.0289168,1,1,"LINCS L1000",2.26204760607291,"Downregula NQO1"
"brd-k94991378","BRD-K94991378",-0.868446,-0.868446,0.868446,0.0060629,0.029103,1,1,"LINCS L1000",1.33398710868244,"Downregula NQO1"
"brd-k00007652","BRD-K00007652",-0.804968,-0.804968,1.18288,0.00496405,0.0291575,2,1,"LINCS L1000",1.58230204825187,"Downregula NQO1"
"10-debc","10-DEBC",0.640975,0.640975,0.640975,0.000736572,0.0295531,1,1,"LINCS L1000",0.98030521430049,"Upregula NQO1"
"flubendazole","flubendazole",0.632733,0.632733,0.632733,0.00822971,0.0295913,1,1,"LINCS L1000",0.967344960358255,"Upregula NQO1"
"brd-k48204702","BRD-K48204702",1.43299,1.43299,1.43299,0.00686136,0.0296859,1,1,"LINCS L1000",2.18882026002529,"Upregula NQO1"
"nizatidine","nizatidine",-1.02911,-1.02911,1.02911,0.00195804,0.0297217,1,1,"LINCS L1000",1.57137517990123,"Downregula NQO1"
"mianserin","mianserin",1.68159,1.68159,1.68159,4.29713e-05,0.0297482,1,1,"LINCS L1000",2.56701323388252,"Upregula NQO1"
"brd-k48974000","BRD-K48974000",-0.738965,-0.738965,0.738965,0.00821886,0.029788,1,1,"LINCS L1000",1.12763003736547,"Downregula NQO1"
