"CID","Name","Gene","Direction","Entrez"
122361400,NA,"PPP2R1A","up",5518
85051117,NA,"PPP2R1A","up",5518
71509318,NA,"PPP2R1A","up",5518
9576412,NA,"PPP2R1A","up",5518
6438357,NA,"PPP2R1A","up",5518
6326970,NA,"PPP2R1A","up",5518
3032536,NA,"PPP2R1A","up",5518
2871948,NA,"PPP2R1A","up",5518
457193,NA,"PPP2R1A","up",5518
451674,NA,"PPP2R1A","up",5518
446378,NA,"PPP2R1A","up",5518
186907,NA,"PPP2R1A","up",5518
164827,NA,"PPP2R1A","up",5518
155166,NA,"PPP2R1A","up",5518
154083,NA,"PPP2R1A","up",5518
82145,NA,"PPP2R1A","up",5518
73864,NA,"PPP2R1A","up",5518
66166,NA,"PPP2R1A","up",5518
37013,NA,"PPP2R1A","up",5518
24570,NA,"PPP2R1A","up",5518
24424,NA,"PPP2R1A","up",5518
24360,NA,"PPP2R1A","up",5518
23973,NA,"PPP2R1A","up",5518
14985,NA,"PPP2R1A","up",5518
14410,NA,"PPP2R1A","up",5518
12111,NA,"PPP2R1A","up",5518
7362,NA,"PPP2R1A","up",5518
7041,NA,"PPP2R1A","up",5518
6626,NA,"PPP2R1A","up",5518
5234,NA,"PPP2R1A","up",5518
1983,NA,"PPP2R1A","up",5518
712,NA,"PPP2R1A","up",5518
263,NA,"PPP2R1A","up",5518
23986041,NA,"RAB11B","up",9230
6326970,NA,"RAB11B","up",9230
5280961,NA,"RAB11B","up",9230
644019,NA,"RAB11B","up",9230
444795,NA,"RAB11B","up",9230
439501,NA,"RAB11B","up",9230
66166,NA,"RAB11B","up",9230
65064,NA,"RAB11B","up",9230
20393,NA,"RAB11B","up",9230
12111,NA,"RAB11B","up",9230
9723,NA,"RAB11B","up",9230
8289,NA,"RAB11B","up",9230
5641,NA,"RAB11B","up",9230
5311,NA,"RAB11B","up",9230
527,NA,"RAB11B","up",9230
261,NA,"RAB11B","up",9230
25104564,NA,"PRKAB1","up",5564
5284373,NA,"PRKAB1","up",5564
457193,NA,"PRKAB1","up",5564
220401,NA,"PRKAB1","up",5564
186907,NA,"PRKAB1","up",5564
155166,NA,"PRKAB1","up",5564
154083,NA,"PRKAB1","up",5564
119245,NA,"PRKAB1","up",5564
104741,NA,"PRKAB1","up",5564
95170,NA,"PRKAB1","up",5564
65157,NA,"PRKAB1","up",5564
25517,NA,"PRKAB1","up",5564
24823,NA,"PRKAB1","up",5564
24462,NA,"PRKAB1","up",5564
24360,NA,"PRKAB1","up",5564
15625,NA,"PRKAB1","up",5564
14410,NA,"PRKAB1","up",5564
13109,NA,"PRKAB1","up",5564
7847,NA,"PRKAB1","up",5564
6758,NA,"PRKAB1","up",5564
6654,NA,"PRKAB1","up",5564
6618,NA,"PRKAB1","up",5564
6562,NA,"PRKAB1","up",5564
6167,NA,"PRKAB1","up",5564
4156,NA,"PRKAB1","up",5564
3690,NA,"PRKAB1","up",5564
3657,NA,"PRKAB1","up",5564
2519,NA,"PRKAB1","up",5564
2336,NA,"PRKAB1","up",5564
1674,NA,"PRKAB1","up",5564
977,NA,"PRKAB1","up",5564
712,NA,"PRKAB1","up",5564
190,NA,"PRKAB1","up",5564
33,NA,"PRKAB1","up",5564
122361400,NA,"CREB5","up",9586
71662960,NA,"CREB5","up",9586
51033962,NA,"CREB5","up",9586
17754066,NA,"CREB5","up",9586
16682730,NA,"CREB5","up",9586
11524144,NA,"CREB5","up",9586
6509863,NA,"CREB5","up",9586
6433207,NA,"CREB5","up",9586
5388065,NA,"CREB5","up",9586
5284461,NA,"CREB5","up",9586
5284373,NA,"CREB5","up",9586
5280961,NA,"CREB5","up",9586
4521392,NA,"CREB5","up",9586
3007857,NA,"CREB5","up",9586
444795,NA,"CREB5","up",9586
409301,NA,"CREB5","up",9586
186907,NA,"CREB5","up",9586
104741,NA,"CREB5","up",9586
95170,NA,"CREB5","up",9586
68740,NA,"CREB5","up",9586
62805,NA,"CREB5","up",9586
60795,NA,"CREB5","up",9586
24823,NA,"CREB5","up",9586
24462,NA,"CREB5","up",9586
23930,NA,"CREB5","up",9586
13591,NA,"CREB5","up",9586
12111,NA,"CREB5","up",9586
9128,NA,"CREB5","up",9586
8289,NA,"CREB5","up",9586
8063,NA,"CREB5","up",9586
6758,NA,"CREB5","up",9586
6626,NA,"CREB5","up",9586
5994,NA,"CREB5","up",9586
5991,NA,"CREB5","up",9586
5455,NA,"CREB5","up",9586
5426,NA,"CREB5","up",9586
4261,NA,"CREB5","up",9586
4156,NA,"CREB5","up",9586
4098,NA,"CREB5","up",9586
2361,NA,"CREB5","up",9586
2336,NA,"CREB5","up",9586
1983,NA,"CREB5","up",9586
784,NA,"CREB5","up",9586
712,NA,"CREB5","up",9586
544,NA,"CREB5","up",9586
261,NA,"CREB5","up",9586
135564985,NA,"TSC2","up",7249
122361400,NA,"TSC2","up",7249
101644674,NA,"TSC2","up",7249
24875259,NA,"TSC2","up",7249
21944094,NA,"TSC2","up",7249
18293306,NA,"TSC2","up",7249
16725726,NA,"TSC2","up",7249
11524144,NA,"TSC2","up",7249
9962298,NA,"TSC2","up",7249
6326970,NA,"TSC2","up",7249
5371560,NA,"TSC2","up",7249
5281707,NA,"TSC2","up",7249
4521392,NA,"TSC2","up",7249
4053302,NA,"TSC2","up",7249
969516,NA,"TSC2","up",7249
969491,NA,"TSC2","up",7249
644019,NA,"TSC2","up",7249
409301,NA,"TSC2","up",7249
359862,NA,"TSC2","up",7249
186907,NA,"TSC2","up",7249
153557,NA,"TSC2","up",7249
37013,NA,"TSC2","up",7249
24823,NA,"TSC2","up",7249
24612,NA,"TSC2","up",7249
23994,NA,"TSC2","up",7249
14985,NA,"TSC2","up",7249
9444,NA,"TSC2","up",7249
8289,NA,"TSC2","up",7249
7847,NA,"TSC2","up",7249
6758,NA,"TSC2","up",7249
6654,NA,"TSC2","up",7249
6562,NA,"TSC2","up",7249
5455,NA,"TSC2","up",7249
5311,NA,"TSC2","up",7249
4713,NA,"TSC2","up",7249
3385,NA,"TSC2","up",7249
2519,NA,"TSC2","up",7249
1983,NA,"TSC2","up",7249
1863,NA,"TSC2","up",7249
1730,NA,"TSC2","up",7249
784,NA,"TSC2","up",7249
122361400,NA,"PFKP","up",5214
71729975,NA,"PFKP","up",5214
46907787,NA,"PFKP","up",5214
25195294,NA,"PFKP","up",5214
23063810,NA,"PFKP","up",5214
21593892,NA,"PFKP","up",5214
17754066,NA,"PFKP","up",5214
16684434,NA,"PFKP","up",5214
16682730,NA,"PFKP","up",5214
11524144,NA,"PFKP","up",5214
9887054,NA,"PFKP","up",5214
9576412,NA,"PFKP","up",5214
6451139,NA,"PFKP","up",5214
5284373,NA,"PFKP","up",5214
5282165,NA,"PFKP","up",5214
4521392,NA,"PFKP","up",5214
457193,NA,"PFKP","up",5214
446378,NA,"PFKP","up",5214
444732,NA,"PFKP","up",5214
442530,NA,"PFKP","up",5214
409301,NA,"PFKP","up",5214
359862,NA,"PFKP","up",5214
186907,NA,"PFKP","up",5214
155166,NA,"PFKP","up",5214
154083,NA,"PFKP","up",5214
107935,NA,"PFKP","up",5214
104741,NA,"PFKP","up",5214
95170,NA,"PFKP","up",5214
86354,NA,"PFKP","up",5214
73864,NA,"PFKP","up",5214
37013,NA,"PFKP","up",5214
24612,NA,"PFKP","up",5214
24462,NA,"PFKP","up",5214
23930,NA,"PFKP","up",5214
15625,NA,"PFKP","up",5214
14985,NA,"PFKP","up",5214
13591,NA,"PFKP","up",5214
12111,NA,"PFKP","up",5214
9723,NA,"PFKP","up",5214
8417,NA,"PFKP","up",5214
8289,NA,"PFKP","up",5214
7871,NA,"PFKP","up",5214
7362,NA,"PFKP","up",5214
7127,NA,"PFKP","up",5214
6758,NA,"PFKP","up",5214
6626,NA,"PFKP","up",5214
6540,NA,"PFKP","up",5214
6423,NA,"PFKP","up",5214
5311,NA,"PFKP","up",5214
5234,NA,"PFKP","up",5214
4261,NA,"PFKP","up",5214
4156,NA,"PFKP","up",5214
3715,NA,"PFKP","up",5214
3017,NA,"PFKP","up",5214
2519,NA,"PFKP","up",5214
2336,NA,"PFKP","up",5214
977,NA,"PFKP","up",5214
935,NA,"PFKP","up",5214
712,NA,"PFKP","up",5214
263,NA,"PFKP","up",5214
135659046,NA,"SIRT1","up",23411
135440064,NA,"SIRT1","up",23411
133082063,NA,"SIRT1","up",23411
122361400,NA,"SIRT1","up",23411
118984400,NA,"SIRT1","up",23411
118984355,NA,"SIRT1","up",23411
92043599,NA,"SIRT1","up",23411
71662960,NA,"SIRT1","up",23411
56649281,NA,"SIRT1","up",23411
46907787,NA,"SIRT1","up",23411
44144477,NA,"SIRT1","up",23411
25232708,NA,"SIRT1","up",23411
25195294,NA,"SIRT1","up",23411
25114442,NA,"SIRT1","up",23411
25104564,NA,"SIRT1","up",23411
23928102,NA,"SIRT1","up",23411
23725625,NA,"SIRT1","up",23411
21944094,NA,"SIRT1","up",23411
18477728,NA,"SIRT1","up",23411
17754066,NA,"SIRT1","up",23411
16684434,NA,"SIRT1","up",23411
16654980,NA,"SIRT1","up",23411
15558498,NA,"SIRT1","up",23411
15241817,NA,"SIRT1","up",23411
14036811,NA,"SIRT1","up",23411
11815492,NA,"SIRT1","up",23411
11524144,NA,"SIRT1","up",23411
10331844,NA,"SIRT1","up",23411
10111831,NA,"SIRT1","up",23411
10070746,NA,"SIRT1","up",23411
9803963,NA,"SIRT1","up",23411
9793848,NA,"SIRT1","up",23411
6326970,NA,"SIRT1","up",23411
5460048,NA,"SIRT1","up",23411
5353431,NA,"SIRT1","up",23411
5319925,NA,"SIRT1","up",23411
5318997,NA,"SIRT1","up",23411
5311035,NA,"SIRT1","up",23411
5284373,NA,"SIRT1","up",23411
5281807,NA,"SIRT1","up",23411
5281793,NA,"SIRT1","up",23411
5281727,NA,"SIRT1","up",23411
5281717,NA,"SIRT1","up",23411
5281707,NA,"SIRT1","up",23411
5281672,NA,"SIRT1","up",23411
5281643,NA,"SIRT1","up",23411
5281605,NA,"SIRT1","up",23411
5281576,NA,"SIRT1","up",23411
5281222,NA,"SIRT1","up",23411
5280961,NA,"SIRT1","up",23411
5113032,NA,"SIRT1","up",23411
4521392,NA,"SIRT1","up",23411
3246390,NA,"SIRT1","up",23411
3086599,NA,"SIRT1","up",23411
3086007,NA,"SIRT1","up",23411
3034368,NA,"SIRT1","up",23411
3032581,NA,"SIRT1","up",23411
3032536,NA,"SIRT1","up",23411
2827646,NA,"SIRT1","up",23411
2723872,NA,"SIRT1","up",23411
1882365,NA,"SIRT1","up",23411
1548943,NA,"SIRT1","up",23411
667639,NA,"SIRT1","up",23411
462382,NA,"SIRT1","up",23411
457193,NA,"SIRT1","up",23411
449241,NA,"SIRT1","up",23411
446925,NA,"SIRT1","up",23411
442530,NA,"SIRT1","up",23411
441923,NA,"SIRT1","up",23411
312145,NA,"SIRT1","up",23411
176155,NA,"SIRT1","up",23411
163659,NA,"SIRT1","up",23411
159278,NA,"SIRT1","up",23411
145068,NA,"SIRT1","up",23411
124886,NA,"SIRT1","up",23411
122162,NA,"SIRT1","up",23411
104741,NA,"SIRT1","up",23411
104730,NA,"SIRT1","up",23411
65126,NA,"SIRT1","up",23411
65110,NA,"SIRT1","up",23411
65064,NA,"SIRT1","up",23411
32014,NA,"SIRT1","up",23411
24814,NA,"SIRT1","up",23411
24526,NA,"SIRT1","up",23411
24462,NA,"SIRT1","up",23411
24360,NA,"SIRT1","up",23411
23994,NA,"SIRT1","up",23411
23973,NA,"SIRT1","up",23411
23925,NA,"SIRT1","up",23411
22880,NA,"SIRT1","up",23411
19910,NA,"SIRT1","up",23411
15074,NA,"SIRT1","up",23411
14985,NA,"SIRT1","up",23411
12733,NA,"SIRT1","up",23411
10404,NA,"SIRT1","up",23411
10281,NA,"SIRT1","up",23411
9317,NA,"SIRT1","up",23411
8768,NA,"SIRT1","up",23411
8515,NA,"SIRT1","up",23411
8346,NA,"SIRT1","up",23411
8344,NA,"SIRT1","up",23411
8249,NA,"SIRT1","up",23411
6758,NA,"SIRT1","up",23411
6410,NA,"SIRT1","up",23411
6303,NA,"SIRT1","up",23411
6197,NA,"SIRT1","up",23411
6036,NA,"SIRT1","up",23411
5641,NA,"SIRT1","up",23411
5455,NA,"SIRT1","up",23411
5269,NA,"SIRT1","up",23411
5234,NA,"SIRT1","up",23411
5169,NA,"SIRT1","up",23411
4943,NA,"SIRT1","up",23411
4858,NA,"SIRT1","up",23411
3973,NA,"SIRT1","up",23411
3767,NA,"SIRT1","up",23411
3501,NA,"SIRT1","up",23411
3334,NA,"SIRT1","up",23411
3117,NA,"SIRT1","up",23411
2730,NA,"SIRT1","up",23411
2519,NA,"SIRT1","up",23411
2353,NA,"SIRT1","up",23411
2347,NA,"SIRT1","up",23411
2331,NA,"SIRT1","up",23411
2244,NA,"SIRT1","up",23411
1983,NA,"SIRT1","up",23411
1917,NA,"SIRT1","up",23411
1340,NA,"SIRT1","up",23411
985,NA,"SIRT1","up",23411
977,NA,"SIRT1","up",23411
970,NA,"SIRT1","up",23411
962,NA,"SIRT1","up",23411
896,NA,"SIRT1","up",23411
785,NA,"SIRT1","up",23411
784,NA,"SIRT1","up",23411
783,NA,"SIRT1","up",23411
702,NA,"SIRT1","up",23411
544,NA,"SIRT1","up",23411
370,NA,"SIRT1","up",23411
155542324,NA,"CCND1","up",595
137326587,NA,"CCND1","up",595
135743701,NA,"CCND1","up",595
135565684,NA,"CCND1","up",595
135564749,NA,"CCND1","up",595
135536164,NA,"CCND1","up",595
135465539,NA,"CCND1","up",595
135454124,NA,"CCND1","up",595
135418940,NA,"CCND1","up",595
135400486,NA,"CCND1","up",595
135398522,NA,"CCND1","up",595
132010322,NA,"CCND1","up",595
122361400,NA,"CCND1","up",595
112500518,NA,"CCND1","up",595
91865076,NA,"CCND1","up",595
78358496,NA,"CCND1","up",595
73051434,NA,"CCND1","up",595
71600087,NA,"CCND1","up",595
71544003,NA,"CCND1","up",595
71316600,NA,"CCND1","up",595
70089113,NA,"CCND1","up",595
68019246,NA,"CCND1","up",595
57389999,NA,"CCND1","up",595
56947296,NA,"CCND1","up",595
56842239,NA,"CCND1","up",595
56842208,NA,"CCND1","up",595
56841626,NA,"CCND1","up",595
56649281,NA,"CCND1","up",595
54759259,NA,"CCND1","up",595
54702820,NA,"CCND1","up",595
54676228,NA,"CCND1","up",595
54575456,NA,"CCND1","up",595
54215251,NA,"CCND1","up",595
53474706,NA,"CCND1","up",595
53388144,NA,"CCND1","up",595
52994378,NA,"CCND1","up",595
46926973,NA,"CCND1","up",595
46926350,NA,"CCND1","up",595
46907787,NA,"CCND1","up",595
46830365,NA,"CCND1","up",595
46239015,NA,"CCND1","up",595
46213929,NA,"CCND1","up",595
46181428,NA,"CCND1","up",595
45380417,NA,"CCND1","up",595
45375953,NA,"CCND1","up",595
45110781,NA,"CCND1","up",595
44563198,NA,"CCND1","up",595
44462760,NA,"CCND1","up",595
44442376,NA,"CCND1","up",595
44421641,NA,"CCND1","up",595
44246499,NA,"CCND1","up",595
42642645,NA,"CCND1","up",595
42626516,NA,"CCND1","up",595
25243357,NA,"CCND1","up",595
25104564,NA,"CCND1","up",595
25062766,NA,"CCND1","up",595
24875259,NA,"CCND1","up",595
24856041,NA,"CCND1","up",595
24836820,NA,"CCND1","up",595
24785538,NA,"CCND1","up",595
24204050,NA,"CCND1","up",595
21944094,NA,"CCND1","up",595
21628493,NA,"CCND1","up",595
21591148,NA,"CCND1","up",595
21589810,NA,"CCND1","up",595
18477728,NA,"CCND1","up",595
18293306,NA,"CCND1","up",595
17756618,NA,"CCND1","up",595
17754066,NA,"CCND1","up",595
16760394,NA,"CCND1","up",595
16760348,NA,"CCND1","up",595
16760075,NA,"CCND1","up",595
16720766,NA,"CCND1","up",595
16684434,NA,"CCND1","up",595
16679812,NA,"CCND1","up",595
16222096,NA,"CCND1","up",595
16220061,NA,"CCND1","up",595
16095400,NA,"CCND1","up",595
16013152,NA,"CCND1","up",595
15953832,NA,"CCND1","up",595
12313376,NA,"CCND1","up",595
11978813,NA,"CCND1","up",595
11977753,NA,"CCND1","up",595
11730812,NA,"CCND1","up",595
11725801,NA,"CCND1","up",595
11720392,NA,"CCND1","up",595
11650910,NA,"CCND1","up",595
11524144,NA,"CCND1","up",595
11499198,NA,"CCND1","up",595
11476171,NA,"CCND1","up",595
11266523,NA,"CCND1","up",595
11256664,NA,"CCND1","up",595
11210285,NA,"CCND1","up",595
11167602,NA,"CCND1","up",595
11124817,NA,"CCND1","up",595
11018329,NA,"CCND1","up",595
10930781,NA,"CCND1","up",595
10404073,NA,"CCND1","up",595
10387485,NA,"CCND1","up",595
10370799,NA,"CCND1","up",595
10323834,NA,"CCND1","up",595
10176668,NA,"CCND1","up",595
10068193,NA,"CCND1","up",595
10032468,NA,"CCND1","up",595
9956119,NA,"CCND1","up",595
9927531,NA,"CCND1","up",595
9920281,NA,"CCND1","up",595
9913401,NA,"CCND1","up",595
9907412,NA,"CCND1","up",595
9893571,NA,"CCND1","up",595
9887054,NA,"CCND1","up",595
9885748,NA,"CCND1","up",595
